Season,HomeTeam,AwayTeam,FTHG,FTAG,HS,AS,FTR,B365H,B365D,B365A,mktProb_homeWin,mktProb_Draw,mktProb_awayWin,results,predictions,probability,bet,payout,cum_payout,bankroll,payout_frac,cum_payout_frac,bankroll_frac,payout_kelly,cum_payout_kelly,bankroll_kelly
2019-2020,Leicester,Aston Villa,4.0,0.0,15.0,4.0,H,1.36,5.25,8.0,0.7,0.18,0.12,1,1,0.848,1,18.000000000000004,-2278.5,-1278.5,0.9262609577258569,-947.6147969463935,52.38520305360678,0.9469950348541318,-953.0518144394293,46.94818556056999
2019-2020,Aston Villa,Sheffield United,0.0,0.0,14.0,5.0,D,3.2,3.4,2.25,0.3,0.28,0.42,0,2,0.43,0,-0.0,-2278.5,-1278.5,0.0,-947.6147969463935,52.38520305360678,0.0,-953.0518144394293,46.94818556056999
2019-2020,Man City,Arsenal,3.0,0.0,20.0,3.0,H,1.36,5.25,7.5,0.69,0.18,0.13,1,1,0.78,1,18.000000000000004,-2260.5,-1260.5,0.9429336549649223,-946.6718632914286,53.328136708571705,0.6142103076383303,-952.437604131791,47.56239586820832
2019-2020,Norwich,Southampton,0.0,3.0,9.0,22.0,A,2.8,3.5,2.45,0.34,0.27,0.39,2,1,0.58,1,-50.0,-2310.5,-1310.5,-2.6664068354285853,-949.3382701268572,50.661729873143116,-3.0377649265825895,-955.4753690583735,44.52463094162573
2019-2020,Tottenham,Man United,1.0,1.0,10.0,12.0,D,3.0,3.4,2.37,0.32,0.28,0.4,0,2,0.47,1,-50.0,-2360.5,-1360.5,-2.533086493657156,-951.8713566205143,48.12864337948596,-1.4016857872849533,-956.8770548456584,43.122945154340776
2019-2020,Watford,Leicester,1.0,1.0,8.0,15.0,D,3.6,3.5,2.05,0.26,0.27,0.46,0,2,0.456,0,-0.0,-2360.5,-1360.5,0.0,-951.8713566205143,48.12864337948596,0.0,-956.8770548456584,43.122945154340776
2019-2020,Brighton,Arsenal,2.0,1.0,9.0,13.0,H,3.1,3.25,2.37,0.31,0.29,0.4,1,1,0.51,1,105.0,-2255.5,-1255.5,5.053507554846027,-946.8178490656683,53.182150934331986,5.066176003043001,-951.8108788426155,48.18912115738378
2019-2020,West Ham,Wolves,0.0,2.0,7.0,10.0,A,3.6,3.4,2.1,0.27,0.28,0.45,2,2,0.43,0,0.0,-2255.5,-1255.5,0.0,-946.8178490656683,53.182150934331986,0.0,-951.8108788426155,48.18912115738378
2019-2020,Bournemouth,Crystal Palace,0.0,2.0,12.0,7.0,A,2.45,3.2,3.0,0.39,0.3,0.32,2,1,0.552,1,-50.0,-2305.5,-1305.5,-2.6591075467165997,-949.4769566123849,50.52304338761539,-2.226595553477331,-954.0374743960928,45.96252560390645
2019-2020,Newcastle,Sheffield United,3.0,0.0,12.0,7.0,H,3.3,3.1,2.37,0.29,0.31,0.4,1,1,0.372,1,114.99999999999999,-2190.5,-1190.5,5.81014998957577,-943.6668066228092,56.33319337719116,3.678941549791024,-950.3585328463017,49.64146715369748
2019-2020,Aston Villa,Chelsea,1.0,2.0,8.0,19.0,A,6.0,4.5,1.5,0.16,0.21,0.63,2,2,0.662,0,0.0,-2190.5,-1190.5,0.0,-943.6668066228092,56.33319337719116,0.0,-950.3585328463017,49.64146715369748
2019-2020,Everton,Liverpool,0.0,0.0,9.0,10.0,D,6.0,4.2,1.55,0.16,0.23,0.61,0,2,0.594,0,-0.0,-2190.5,-1190.5,0.0,-943.6668066228092,56.33319337719116,0.0,-950.3585328463017,49.64146715369748
2019-2020,Man City,Burnley,5.0,0.0,19.0,1.0,H,1.12,9.0,15.0,0.83,0.1,0.06,1,1,0.78,0,0.0,-2190.5,-1190.5,0.0,-943.6668066228092,56.33319337719116,0.0,-950.3585328463017,49.64146715369748
2019-2020,Leicester,Brighton,0.0,0.0,11.0,10.0,D,1.6,4.0,5.75,0.6,0.24,0.17,0,1,0.666,1,-50.0,-2240.5,-1240.5,-2.816659668859558,-946.4834662916687,53.5165337083316,-1.608517300212249,-951.967050146514,48.03294985348523
2019-2020,Tottenham,West Ham,2.0,0.0,15.0,10.0,H,1.66,4.0,5.0,0.57,0.24,0.19,1,1,0.724,1,32.99999999999999,-2207.5,-1207.5,1.7660456123749426,-944.7174206792938,55.282579320706546,1.4760838748344616,-950.4909662716796,49.509033728319686
2019-2020,Man United,Sheffield United,3.0,0.0,15.0,4.0,H,1.4,4.5,8.5,0.68,0.21,0.11,1,1,0.65,0,0.0,-2207.5,-1207.5,0.0,-944.7174206792938,55.282579320706546,0.0,-950.4909662716796,49.509033728319686
2019-2020,Newcastle,Aston Villa,1.0,1.0,13.0,14.0,D,2.3,3.3,3.2,0.41,0.29,0.3,0,1,0.594,1,-50.0,-2257.5,-1257.5,-2.7641289660353277,-947.4815496453291,52.51845035467122,-2.444660969626819,-952.9356272413064,47.06437275869287
2019-2020,Norwich,Everton,0.0,1.0,9.0,12.0,A,3.9,3.6,1.9,0.24,0.26,0.5,2,2,0.522,0,0.0,-2257.5,-1257.5,0.0,-947.4815496453291,52.51845035467122,0.0,-952.9356272413064,47.06437275869287
2019-2020,Wolves,Bournemouth,1.0,0.0,10.0,4.0,H,1.55,4.0,6.0,0.61,0.24,0.16,1,0,0.48,1,-50.0,-2307.5,-1307.5,-2.625922517733561,-950.1074721630627,49.89252783693765,-3.3126077749387672,-956.2482350162452,43.7517649837541
2019-2020,Liverpool,Crystal Palace,4.0,0.0,21.0,3.0,H,1.22,6.5,13.0,0.78,0.15,0.07,1,1,0.514,0,0.0,-2307.5,-1307.5,0.0,-950.1074721630627,49.89252783693765,0.0,-956.2482350162452,43.7517649837541
2019-2020,Burnley,Watford,1.0,0.0,9.0,10.0,H,3.0,3.25,2.45,0.32,0.29,0.39,1,1,0.588,1,100.0,-2207.5,-1207.5,4.9892527836937655,-945.1182193793688,54.88178062063142,6.400288532938978,-949.8479464833063,50.15205351669308
2019-2020,Southampton,Arsenal,0.0,2.0,12.0,10.0,A,2.6,3.5,2.62,0.37,0.27,0.36,2,1,0.542,1,-50.0,-2257.5,-1257.5,-2.744089031031571,-947.8623084104004,52.13769158959985,-2.448197677946432,-952.2961441612526,47.70385583874665
2019-2020,Chelsea,Man City,2.0,1.0,15.0,11.0,H,4.0,4.0,1.8,0.24,0.24,0.53,1,1,0.432,1,150.0,-2107.5,-1107.5,7.820653738439978,-940.0416546719604,59.958345328039826,8.29946308800166,-943.996681073251,56.00331892674831
2019-2020,Aston Villa,Wolves,0.0,1.0,11.0,9.0,A,4.6,3.7,1.75,0.21,0.26,0.54,2,2,0.834,1,37.5,-2070.0,-1070.0,2.2484379498014935,-937.7932167221588,62.20678327784132,4.220491082973622,-939.7761899902774,60.22381000972193
2019-2020,Watford,Southampton,1.0,3.0,8.0,11.0,A,2.5,3.3,2.87,0.38,0.29,0.33,2,1,0.466,1,-50.0,-2120.0,-1120.0,-3.110339163892066,-940.9035558860509,59.096444113949254,-2.0365008412931718,-941.8126908315706,58.18730916842876
2019-2020,Crystal Palace,Burnley,0.0,1.0,17.0,8.0,A,2.25,3.2,3.4,0.42,0.3,0.28,2,1,0.448,0,-0.0,-2120.0,-1120.0,0.0,-940.9035558860509,59.096444113949254,0.0,-941.8126908315706,58.18730916842876
2019-2020,Brighton,Man United,0.0,3.0,8.0,12.0,A,6.0,3.8,1.61,0.16,0.25,0.59,2,2,0.376,0,0.0,-2120.0,-1120.0,0.0,-940.9035558860509,59.096444113949254,0.0,-941.8126908315706,58.18730916842876
2019-2020,Arsenal,Norwich,4.0,0.0,13.0,8.0,H,1.44,4.75,7.0,0.66,0.2,0.14,1,1,0.474,0,0.0,-2120.0,-1120.0,0.0,-940.9035558860509,59.096444113949254,0.0,-941.8126908315706,58.18730916842876
2019-2020,Bournemouth,Newcastle,1.0,4.0,12.0,12.0,A,2.4,3.1,3.2,0.4,0.31,0.3,2,1,0.398,0,-0.0,-2120.0,-1120.0,0.0,-940.9035558860509,59.096444113949254,0.0,-941.8126908315706,58.18730916842876
2019-2020,Everton,Leicester,2.0,1.0,7.0,15.0,H,2.5,3.3,2.9,0.38,0.29,0.33,1,2,0.388,1,-50.0,-2170.0,-1170.0,-2.9548222056974627,-943.8583780917484,56.14162190825179,-1.7983871779752123,-943.6110780095458,56.38892199045355
2019-2020,West Ham,Chelsea,3.0,2.0,10.0,17.0,H,5.5,4.33,1.57,0.17,0.22,0.61,1,2,0.648,0,-0.0,-2170.0,-1170.0,0.0,-943.8583780917484,56.14162190825179,0.0,-943.6110780095458,56.38892199045355
2019-2020,Sheffield United,Tottenham,3.0,1.0,7.0,9.0,H,4.2,3.4,1.95,0.23,0.28,0.49,1,0,0.4,1,-50.0,-2220.0,-1220.0,-2.80708109541259,-946.665459187161,53.3345408128392,-2.30254764794352,-945.9136256574893,54.08637434251003
2019-2020,Man City,Liverpool,4.0,0.0,14.0,11.0,H,2.05,3.9,3.3,0.47,0.24,0.29,1,1,0.6,1,52.49999999999999,-2167.5,-1167.5,2.800063392674058,-943.865395794487,56.134604205513256,2.3426160887099643,-943.5710095687793,56.428990431219994
2019-2020,Norwich,Brighton,0.0,1.0,12.0,8.0,A,3.3,3.4,2.2,0.29,0.28,0.43,2,2,0.46,0,0.0,-2167.5,-1167.5,0.0,-943.865395794487,56.134604205513256,0.0,-943.5710095687793,56.428990431219994
2019-2020,Leicester,Crystal Palace,3.0,0.0,15.0,7.0,H,1.66,3.6,5.75,0.57,0.26,0.17,1,1,0.556,0,0.0,-2167.5,-1167.5,0.0,-943.865395794487,56.134604205513256,0.0,-943.5710095687793,56.428990431219994
2019-2020,Man United,Bournemouth,5.0,2.0,19.0,7.0,H,1.16,7.5,17.0,0.82,0.13,0.06,1,1,0.614,0,0.0,-2167.5,-1167.5,0.0,-943.865395794487,56.134604205513256,0.0,-943.5710095687793,56.428990431219994
2019-2020,Wolves,Arsenal,0.0,2.0,10.0,8.0,A,2.25,3.4,3.25,0.42,0.28,0.29,2,1,0.542,1,-50.0,-2217.5,-1217.5,-2.806730210275663,-946.6721260047626,53.327873995237596,-2.1702983983535815,-945.7413079671329,54.25869203286641
2019-2020,Chelsea,Watford,3.0,0.0,21.0,7.0,H,1.4,4.75,8.0,0.68,0.2,0.12,1,1,0.728,0,0.0,-2217.5,-1217.5,0.0,-946.6721260047626,53.327873995237596,0.0,-945.7413079671329,54.25869203286641
2019-2020,Burnley,Sheffield United,1.0,1.0,9.0,10.0,D,2.9,3.0,2.7,0.33,0.32,0.35,0,1,0.582,1,-50.0,-2267.5,-1267.5,-2.66639369976188,-949.3385197045245,50.66148029547571,-3.682906075843306,-949.4242140429762,50.57578595702311
2019-2020,Newcastle,West Ham,2.0,2.0,11.0,17.0,D,2.6,3.3,2.75,0.37,0.29,0.35,0,1,0.73,1,-50.0,-2317.5,-1317.5,-2.533074014773786,-951.8715937192983,48.128406280701924,-5.6406050171513265,-955.0648190601275,44.935180939871785
2019-2020,Liverpool,Aston Villa,2.0,0.0,6.0,9.0,H,1.33,5.5,8.5,0.71,0.17,0.11,1,1,0.688,0,0.0,-2317.5,-1317.5,0.0,-951.8715937192983,48.128406280701924,0.0,-955.0648190601275,44.935180939871785
2019-2020,Southampton,Man City,1.0,0.0,8.0,26.0,H,8.5,6.0,1.3,0.11,0.16,0.73,1,2,0.508,0,-0.0,-2317.5,-1317.5,0.0,-951.8715937192983,48.128406280701924,0.0,-955.0648190601275,44.935180939871785
2019-2020,Tottenham,Everton,1.0,0.0,12.0,11.0,H,2.1,3.5,3.4,0.45,0.27,0.28,1,1,0.386,0,0.0,-2317.5,-1317.5,0.0,-951.8715937192983,48.128406280701924,0.0,-955.0648190601275,44.935180939871785
2019-2020,Crystal Palace,Chelsea,2.0,3.0,13.0,14.0,A,8.5,4.5,1.4,0.11,0.21,0.68,2,2,0.668,0,0.0,-2317.5,-1317.5,0.0,-951.8715937192983,48.128406280701924,0.0,-955.0648190601275,44.935180939871785
2019-2020,Watford,Norwich,2.0,1.0,9.0,12.0,H,1.7,3.75,5.0,0.56,0.25,0.19,1,1,0.46,0,0.0,-2317.5,-1317.5,0.0,-951.8715937192983,48.128406280701924,0.0,-955.0648190601275,44.935180939871785
2019-2020,Arsenal,Leicester,1.0,1.0,11.0,13.0,D,2.3,3.5,3.0,0.41,0.27,0.32,0,2,0.46,1,-50.0,-2367.5,-1367.5,-2.4064203140350964,-954.2780140333334,45.72198596666683,-1.9617535012175504,-957.0265725613451,42.973427438654234
2019-2020,Man City,Newcastle,5.0,0.0,23.0,6.0,H,1.12,9.0,21.0,0.85,0.11,0.05,1,1,0.704,0,0.0,-2367.5,-1367.5,0.0,-954.2780140333334,45.72198596666683,0.0,-957.0265725613451,42.973427438654234
2019-2020,Sheffield United,Wolves,1.0,0.0,7.0,6.0,H,3.8,3.2,2.1,0.25,0.3,0.45,1,2,0.484,0,-0.0,-2367.5,-1367.5,0.0,-954.2780140333334,45.72198596666683,0.0,-957.0265725613451,42.973427438654234
2019-2020,West Ham,Burnley,0.0,1.0,21.0,8.0,A,2.0,3.4,3.9,0.48,0.28,0.24,2,1,0.508,0,-0.0,-2367.5,-1367.5,0.0,-954.2780140333334,45.72198596666683,0.0,-957.0265725613451,42.973427438654234
2019-2020,Brighton,Liverpool,1.0,3.0,12.0,19.0,A,6.0,4.33,1.53,0.16,0.22,0.62,2,2,0.562,0,0.0,-2367.5,-1367.5,0.0,-954.2780140333334,45.72198596666683,0.0,-957.0265725613451,42.973427438654234
2019-2020,Bournemouth,Tottenham,0.0,0.0,9.0,9.0,D,5.25,3.8,1.66,0.18,0.25,0.57,0,2,0.418,0,-0.0,-2367.5,-1367.5,0.0,-954.2780140333334,45.72198596666683,0.0,-957.0265725613451,42.973427438654234
2019-2020,Everton,Southampton,1.0,1.0,11.0,17.0,D,2.05,3.5,3.6,0.46,0.27,0.26,0,1,0.43,0,-0.0,-2367.5,-1367.5,0.0,-954.2780140333334,45.72198596666683,0.0,-957.0265725613451,42.973427438654234
2019-2020,Aston Villa,Man United,0.0,3.0,9.0,14.0,A,9.0,5.25,1.33,0.11,0.18,0.71,2,2,0.662,0,0.0,-2367.5,-1367.5,0.0,-954.2780140333334,45.72198596666683,0.0,-957.0265725613451,42.973427438654234
2019-2020,Norwich,West Ham,0.0,4.0,11.0,19.0,A,3.75,3.75,1.95,0.26,0.26,0.49,2,2,0.53,0,0.0,-2367.5,-1367.5,0.0,-954.2780140333334,45.72198596666683,0.0,-957.0265725613451,42.973427438654234
2019-2020,Watford,Newcastle,2.0,1.0,17.0,8.0,H,1.8,3.6,4.5,0.53,0.26,0.21,1,2,0.464,1,-50.0,-2417.5,-1417.5,-2.2860992983333417,-956.5641133316668,43.43588666833349,-3.301577876723473,-960.3281504380686,39.67184956193076
2019-2020,Liverpool,Burnley,1.0,1.0,23.0,6.0,D,1.22,6.5,12.0,0.78,0.15,0.08,0,1,0.668,0,-0.0,-2417.5,-1417.5,0.0,-956.5641133316668,43.43588666833349,0.0,-960.3281504380686,39.67184956193076
2019-2020,Sheffield United,Chelsea,3.0,0.0,9.0,15.0,H,6.0,3.8,1.6,0.16,0.25,0.59,1,2,0.452,0,-0.0,-2417.5,-1417.5,0.0,-956.5641133316668,43.43588666833349,0.0,-960.3281504380686,39.67184956193076
2019-2020,Brighton,Man City,0.0,5.0,3.0,26.0,A,10.0,5.5,1.28,0.09,0.17,0.73,2,2,0.7,0,0.0,-2417.5,-1417.5,0.0,-956.5641133316668,43.43588666833349,0.0,-960.3281504380686,39.67184956193076
2019-2020,Wolves,Everton,3.0,0.0,14.0,6.0,H,2.05,3.3,3.8,0.46,0.29,0.25,1,1,0.67,1,52.49999999999999,-2365.0,-1365.0,2.2803840500875077,-954.2837292815793,45.71627071842099,2.3257621805681903,-958.0023882575005,41.997611742498954
2019-2020,Aston Villa,Crystal Palace,2.0,0.0,12.0,9.0,H,2.25,3.3,3.3,0.42,0.29,0.29,1,1,0.466,0,0.0,-2365.0,-1365.0,0.0,-954.2837292815793,45.71627071842099,0.0,-958.0023882575005,41.997611742498954
2019-2020,Tottenham,Arsenal,2.0,1.0,15.0,13.0,H,2.62,3.4,2.7,0.37,0.28,0.35,1,1,0.444,1,81.0,-2284.0,-1284.0,3.703017928192101,-950.5807113533872,49.4192886466131,2.2683197136160773,-955.7340685438844,44.265931456115034
2019-2020,Bournemouth,Leicester,4.0,1.0,10.0,13.0,H,5.25,3.8,1.66,0.18,0.25,0.57,1,2,0.654,1,-50.0,-2334.0,-1334.0,-2.470964432330655,-953.0516757857179,46.948324214282444,-1.4851475875962756,-957.2192161314807,42.78078386851876
2019-2020,Man United,Southampton,2.0,2.0,8.0,9.0,D,1.3,5.5,10.0,0.73,0.17,0.1,0,1,0.808,1,-50.0,-2384.0,-1384.0,-2.347416210714122,-955.3990919964319,44.60090800356832,-1.575313239325145,-958.7945293708059,41.20547062919361
2019-2020,Chelsea,Norwich,1.0,0.0,22.0,2.0,H,1.12,9.5,17.0,0.84,0.1,0.06,1,1,0.534,0,0.0,-2384.0,-1384.0,0.0,-955.3990919964319,44.60090800356832,0.0,-958.7945293708059,41.20547062919361
2019-2020,Burnley,Wolves,1.0,1.0,9.0,14.0,D,4.5,3.3,1.9,0.21,0.29,0.5,0,2,0.544,0,-0.0,-2384.0,-1384.0,0.0,-955.3990919964319,44.60090800356832,0.0,-958.7945293708059,41.20547062919361
2019-2020,Man City,Bournemouth,2.0,1.0,8.0,15.0,H,1.14,8.5,17.0,0.83,0.11,0.06,1,1,0.632,0,0.0,-2384.0,-1384.0,0.0,-955.3990919964319,44.60090800356832,0.0,-958.7945293708059,41.20547062919361
2019-2020,Newcastle,Tottenham,1.0,3.0,22.0,8.0,A,4.6,3.8,1.75,0.21,0.25,0.54,2,2,0.436,0,0.0,-2384.0,-1384.0,0.0,-955.3990919964319,44.60090800356832,0.0,-958.7945293708059,41.20547062919361
2019-2020,Arsenal,Liverpool,2.0,1.0,3.0,24.0,H,3.8,3.8,1.9,0.25,0.25,0.5,1,2,0.566,1,-50.0,-2434.0,-1434.0,-2.2300454001784162,-957.6291373966103,42.3708626033899,-1.2762777394768088,-960.0708071102827,39.9291928897168
2019-2020,Everton,Aston Villa,1.0,1.0,9.0,15.0,D,2.0,3.5,3.75,0.47,0.27,0.25,0,1,0.626,1,-50.0,-2484.0,-1484.0,-2.118543130169495,-959.7476805267798,40.25231947322041,-1.7543755672734525,-961.8251826775561,38.17481732244335
2019-2020,Leicester,Sheffield United,2.0,0.0,15.0,5.0,H,2.05,3.25,3.9,0.46,0.29,0.24,1,1,0.568,1,52.49999999999999,-2431.5,-1431.5,2.113246772344071,-957.6344337544358,42.36556624556448,1.4493175437624835,-960.3758651337936,39.624134866205836
2019-2020,Crystal Palace,Man United,0.0,2.0,13.0,17.0,A,9.5,4.75,1.36,0.1,0.2,0.7,2,2,0.556,0,0.0,-2431.5,-1431.5,0.0,-957.6344337544358,42.36556624556448,0.0,-960.3758651337936,39.624134866205836
2019-2020,Southampton,Brighton,1.0,1.0,21.0,10.0,D,2.15,3.3,3.5,0.44,0.29,0.27,0,1,0.564,1,-50.0,-2481.5,-1481.5,-2.1182783122782243,-959.752712066714,40.24728793328626,-1.5377072521472535,-961.9135723859408,38.08642761405858
2019-2020,West Ham,Watford,3.0,1.0,10.0,14.0,H,2.4,3.0,3.3,0.4,0.32,0.29,1,1,0.658,1,70.0,-2411.5,-1411.5,2.817310155330038,-956.935401911384,43.0645980886163,3.7188278378072077,-958.1947445481336,41.80525545186579
2019-2020,Norwich,Burnley,0.0,2.0,6.0,23.0,A,3.2,3.4,2.25,0.3,0.28,0.42,2,2,0.456,0,0.0,-2411.5,-1411.5,0.0,-956.935401911384,43.0645980886163,0.0,-958.1947445481336,41.80525545186579
2019-2020,Bournemouth,Southampton,0.0,2.0,11.0,16.0,A,2.4,3.6,2.8,0.4,0.26,0.34,2,1,0.396,0,-0.0,-2411.5,-1411.5,0.0,-956.935401911384,43.0645980886163,0.0,-958.1947445481336,41.80525545186579
2019-2020,Tottenham,Leicester,3.0,0.0,7.0,24.0,H,2.25,3.3,3.25,0.42,0.29,0.29,1,2,0.358,1,-50.0,-2461.5,-1461.5,-2.153229904430815,-959.0886318158148,40.911368184185484,-1.3404379804932356,-959.5351825286268,40.464817471372555
2019-2020,Brighton,Newcastle,0.0,0.0,11.0,12.0,D,1.9,3.4,4.33,0.5,0.28,0.22,0,1,0.402,0,-0.0,-2461.5,-1461.5,0.0,-959.0886318158148,40.911368184185484,0.0,-959.5351825286268,40.464817471372555
2019-2020,Sheffield United,Everton,0.0,1.0,8.0,5.0,A,2.2,3.25,3.5,0.43,0.29,0.27,2,2,0.346,1,125.0,-2336.5,-1336.5,5.1139210230231855,-953.9747107927916,46.02528920720867,3.4118987437874617,-956.1232837848394,43.876716215160016
2019-2020,Wolves,Crystal Palace,2.0,0.0,11.0,7.0,H,1.5,4.0,7.5,0.64,0.24,0.13,1,1,0.53,0,0.0,-2336.5,-1336.5,0.0,-953.9747107927916,46.02528920720867,0.0,-956.1232837848394,43.876716215160016
2019-2020,Watford,Man City,0.0,4.0,2.0,26.0,A,8.5,5.5,1.33,0.11,0.17,0.71,2,2,0.616,0,0.0,-2336.5,-1336.5,0.0,-953.9747107927916,46.02528920720867,0.0,-956.1232837848394,43.876716215160016
2019-2020,Aston Villa,Arsenal,1.0,0.0,8.0,7.0,H,3.3,3.6,2.1,0.29,0.26,0.45,1,2,0.484,0,-0.0,-2336.5,-1336.5,0.0,-953.9747107927916,46.02528920720867,0.0,-956.1232837848394,43.876716215160016
2019-2020,Man United,West Ham,1.0,1.0,11.0,12.0,D,1.22,6.5,11.0,0.77,0.14,0.09,0,1,0.754,0,-0.0,-2336.5,-1336.5,0.0,-953.9747107927916,46.02528920720867,0.0,-956.1232837848394,43.876716215160016
2019-2020,Liverpool,Chelsea,5.0,3.0,10.0,10.0,H,2.0,3.75,3.5,0.47,0.25,0.27,1,1,0.704,1,50.0,-2286.5,-1286.5,2.3012644603604335,-951.6734463324311,48.32655366756911,2.73933012045999,-953.3839536643794,46.616046335620005
2019-2020,Arsenal,Watford,3.0,2.0,13.0,19.0,H,1.9,3.8,3.8,0.5,0.25,0.25,1,1,0.568,1,44.99999999999999,-2241.5,-1241.5,2.1746949150406096,-949.4987514173905,50.50124858260972,1.3101051355573203,-952.073848528822,47.92615147117733
2019-2020,Burnley,Brighton,1.0,2.0,13.0,14.0,A,2.37,3.4,3.0,0.4,0.28,0.32,2,1,0.578,1,-50.0,-2291.5,-1291.5,-2.525062429130486,-952.023813846521,47.97618615347923,-2.3303239384765106,-954.4041724672986,45.59582753270082
2019-2020,Chelsea,Wolves,2.0,0.0,11.0,5.0,H,1.85,3.8,4.0,0.51,0.25,0.24,1,1,0.588,1,42.50000000000001,-2249.0,-1249.0,2.038987911522868,-949.9848259349981,50.0151740650021,1.244533685725697,-953.1596387815729,46.840361218426516
2019-2020,Crystal Palace,Tottenham,1.0,1.0,13.0,7.0,D,6.0,4.2,1.55,0.16,0.23,0.61,0,2,0.4,0,-0.0,-2249.0,-1249.0,0.0,-949.9848259349981,50.0151740650021,0.0,-953.1596387815729,46.840361218426516
2019-2020,Everton,Bournemouth,1.0,3.0,13.0,13.0,A,2.25,3.7,3.0,0.42,0.26,0.32,2,1,0.638,1,-50.0,-2299.0,-1299.0,-2.500758703250105,-952.4855846382482,47.51441536175199,-2.682969309016778,-955.8426080905897,44.15739190940974
2019-2020,Leicester,Man United,0.0,2.0,14.0,7.0,A,3.25,3.5,2.2,0.29,0.27,0.43,2,1,0.452,1,-50.0,-2349.0,-1349.0,-2.3757207680875996,-954.8613054063358,45.1386945936644,-2.094252948404305,-957.936861038994,42.063138961005436
2019-2020,Man City,Norwich,5.0,0.0,31.0,5.0,H,1.08,11.0,26.0,0.88,0.09,0.04,1,1,0.53,0,0.0,-2349.0,-1349.0,0.0,-954.8613054063358,45.1386945936644,0.0,-957.936861038994,42.063138961005436
2019-2020,Newcastle,Liverpool,1.0,3.0,3.0,14.0,A,7.5,5.25,1.36,0.13,0.18,0.69,2,2,0.542,0,0.0,-2349.0,-1349.0,0.0,-954.8613054063358,45.1386945936644,0.0,-957.936861038994,42.063138961005436
2019-2020,Southampton,Sheffield United,3.0,1.0,13.0,5.0,H,2.15,3.5,3.3,0.44,0.27,0.29,1,1,0.53,1,57.49999999999999,-2291.5,-1291.5,2.595474939135703,-952.2658304672001,47.7341695328001,1.6364350976637967,-956.3004259413302,43.699574058669235
2019-2020,West Ham,Aston Villa,1.0,1.0,10.0,13.0,D,3.0,3.6,2.3,0.32,0.27,0.42,0,1,0.55,1,-50.0,-2341.5,-1341.5,-2.3867084766400053,-954.6525389438401,45.3474610561601,-2.737292763952754,-959.0377187052829,40.96228129471648
2020-2021,Wolves,Crystal Palace,2.0,0.0,15.0,11.0,H,2.0,3.2,4.33,0.48,0.3,0.22,1,1,0.504,0,0.0,-2341.5,-1341.5,0.0,-954.6525389438401,45.3474610561601,0.0,-959.0377187052829,40.96228129471648
2020-2021,Liverpool,West Ham,2.0,1.0,9.0,4.0,H,1.36,5.25,7.5,0.69,0.18,0.13,1,1,0.552,0,0.0,-2341.5,-1341.5,0.0,-954.6525389438401,45.3474610561601,0.0,-959.0377187052829,40.96228129471648
2020-2021,Newcastle,Everton,2.0,1.0,11.0,15.0,H,3.7,3.4,2.05,0.26,0.28,0.46,1,2,0.482,0,-0.0,-2341.5,-1341.5,0.0,-954.6525389438401,45.3474610561601,0.0,-959.0377187052829,40.96228129471648
2020-2021,Tottenham,Brighton,2.0,1.0,9.0,6.0,H,1.61,4.0,5.5,0.59,0.24,0.17,1,1,0.526,0,0.0,-2341.5,-1341.5,0.0,-954.6525389438401,45.3474610561601,0.0,-959.0377187052829,40.96228129471648
2020-2021,Fulham,West Brom,2.0,0.0,13.0,10.0,H,2.4,3.3,3.0,0.4,0.29,0.32,1,1,0.396,0,0.0,-2341.5,-1341.5,0.0,-954.6525389438401,45.3474610561601,0.0,-959.0377187052829,40.96228129471648
2020-2021,Leeds,Leicester,1.0,4.0,11.0,10.0,A,2.5,3.6,2.62,0.38,0.26,0.36,2,1,0.554,1,-50.0,-2391.5,-1391.5,-2.267373052808005,-956.9199119966481,43.080088003352095,-1.9716542011083549,-961.0093729063913,38.990627093608126
2020-2021,Brighton,Burnley,0.0,0.0,19.0,4.0,D,1.85,3.5,4.33,0.51,0.27,0.22,0,1,0.58,1,-50.0,-2441.5,-1441.5,-2.154004400167605,-959.0739163968158,40.92608360318449,-1.2114944846942526,-962.2208673910856,37.779132608913876
2020-2021,Southampton,Newcastle,2.0,0.0,15.0,4.0,H,2.0,3.6,3.7,0.48,0.27,0.26,1,1,0.622,1,50.0,-2391.5,-1391.5,2.0463041801592246,-957.0276122166565,42.97238778334371,1.6318486446350298,-960.5890187464505,39.410981253548904
2020-2021,Everton,Man United,1.0,3.0,7.0,13.0,A,2.9,3.5,2.37,0.33,0.27,0.4,2,1,0.588,1,-50.0,-2441.5,-1441.5,-2.1486193891671856,-959.1762316058237,40.823768394176525,-2.7420285864878133,-963.3310473329383,36.66895266706109
2020-2021,Crystal Palace,Leeds,4.0,1.0,10.0,9.0,H,2.87,3.4,2.45,0.33,0.28,0.39,1,2,0.368,0,-0.0,-2441.5,-1441.5,0.0,-959.1762316058237,40.823768394176525,0.0,-963.3310473329383,36.66895266706109
2020-2021,Chelsea,Sheffield United,4.0,1.0,20.0,6.0,H,1.36,5.0,8.5,0.7,0.19,0.11,1,1,0.804,1,18.000000000000004,-2423.5,-1423.5,0.7348278310951777,-958.4414037747284,41.5585962252717,0.55504072456393,-962.7760066083744,37.22399339162502
